evidence_id,evidence,article
Intergovernmental Panel on Climate Change:159,Impacts of climate change will very likely increase due to increased frequencies and intensities of some extreme weather events.,Intergovernmental Panel on Climate Change
Scientific consensus on climate change:228,"The letter goes on to warn of predicted impacts on the United States such as sea level rise and increases in extreme weather events, water scarcity, heat waves, wildfires, and the disturbance of biological systems.",Scientific consensus on climate change
Scientific consensus on climate change:301,The work of the Intergovernmental Panel on Climate Change IPCC represents the consensus of the international scientific community on climate change science.,Scientific consensus on climate change
2000s (decade):628,The global temperature kept climbing during the decade.,2000s decade
Anthony Watts (blogger):267,Global average temperatures for 2013 have recently been published by the BEST study2010 and 2005 remain the warmest years since records began in the 19th century.,Anthony Watts blogger
Earth:111,"At the center, the temperature may be up to 6,000 °C 10,830 °F, and the pressure could reach 360 GPa 52 million psi.",Earth
Venus:11,"Venus is by far the hottest planet in the Solar System, with a mean surface temperature of 735 K 462 °C; 863 °F, even though Mercury is closer to the Sun.",Venus
Venus:88,"The CO2-rich atmosphere generates the strongest greenhouse effect in the Solar System, creating surface temperatures of at least 735 K 462 °C; 864 °F.",Venus
Venus:89,"This makes Venuss surface hotter than Mercurys, which has a minimum surface temperature of 53 K -220 °C; -364 °F and maximum surface temperature of 700 K 427 °C; 801 °F, even though Venus is nearly twice Mercurys distance from the Sun and thus receives only 25% of Mercurys solar irradiance.",Venus
Climate change (general concept):29,"These include processes such as variations in solar radiation, variations in the Earths orbit, variations in the albedo or reflectivity of the continents, atmosphere, and oceans, mountain-building and continental drift and changes in greenhouse gas concentrations.",Climate change general concept
Climate change (general concept):430,Episodic fresh surface waters in the Eocene Arctic Ocean.,Climate change general concept
Climate change and ecosystems:124,"Eventually the planet will warm to such a degree that the oceans ability to dissolve water will no longer exist, resulting in a worldwide dead zone.",Climate change and ecosystems
Climate change and ecosystems:44,"Alterations to the ocean currents, due to increased freshwater inputs from glacier melt, and the potential alterations to thermohaline circulation of the worlds oceans, may affect existing fisheries upon which humans depend as well.",Climate change and ecosystems
Climate change denial:266,"United States Secretary of Energy Rick Perry, in a 19 June 2017 interview with CNBC, acknowledged the existence of climate change and impact from humans, but said that he did not agree with the idea that carbon dioxide was the primary driver of global warming pointing instead to the ocean waters and this environment that we live in.",Climate change denial
Climatic Research Unit email controversy:85,On 22 March 2010 the university announced the composition of an independent Science Assessment Panel to reassess key CRU papers that have already been peer-reviewed and published in journals.,Climatic Research Unit email controversy
Global cooling:99,Academic analysis of the peer-reviewed studies published at that time shows that most papers examining aspects of climate during the 1970s were either neutral or showed a warming trend.,Global cooling
Global warming controversy:93,"A 2013 study, published in the peer-reviewed journal Environmental Research Letters analyzed 11,944 abstracts from papers published in the peer-reviewed scientific literature between 1991 and 2011, identified by searching the ISI Web of Science citation index engine for the text strings global climate change or global warming.",Global warming controversy
Global warming:314,His 1861 paper proposed changing concentrations of these gases could have caused all the mutations of climate which the researches of geologists reveal and would explain ice age changes.,Global warming
James Delingpole:18,Delingpole has engaged in climate change denialism; in 2009 he wrote of The conspiracy behind the Anthropogenic Global Warming myth.,James Delingpole
Global warming:299,"The disputed issues include the causes of increased global average air temperature, especially since the mid-20th century, whether this warming trend is unprecedented or within normal climatic variations, whether humankind has contributed significantly to it, and whether the increase is completely or partially an artifact of poor measurements.",Global warming
Hockey stick controversy:177,"From this, he concluded that The post-1980 global warming trend from surface thermometers is not credible.",Hockey stick controversy
Global cooling:68,"When the model included estimated changes in solar intensity, it gave a reasonable match to temperatures over the previous thousand years and its prediction was that CO2 warming dominates the surface temperature patterns soon after 1980.",Global cooling
Global warming:64,Global anthropogenic greenhouse gas emissions in 2010 were equivalent to 49 billion tonnes of carbon dioxide using the most recent global warming potentials over 100 years from the AR5 report.,Global warming
Scientific consensus on climate change:190,Avoiding this future warming will require a large and rapid reduction in global greenhouse gas emissions.,Scientific consensus on climate change
Scientific consensus on climate change:23,"The current trajectory of global greenhouse gas emissions is not consistent with limiting global warming to below 1.5 or 2 °C, relative to pre-industrial levels.",Scientific consensus on climate change
